user,total_logins,unique_days,after_hours,unique_machines,usb_count,usb_days,employee_name,user_id,O,C,E,A,N,anomaly_score,anomaly_label
IJM0139,37,19,0,1,0.0,0.0,Irene Jemima Meyers,IJM0139,45,17,15,30,35,0.14762512253390214,0
IJM0444,68,19,13,3,0.0,0.0,Ian Jonas Morrow,IJM0444,36,35,39,35,26,0.1379668331199544,0
IJM0776,37,19,0,1,0.0,0.0,Indira Jocelyn Mack,IJM0776,41,35,19,41,32,0.1911809841773467,0
IJR0825,37,19,18,1,0.0,0.0,Ivor Jelani Robbins,IJR0825,38,42,39,46,32,0.18615668550684555,0
IJW0851,37,19,17,1,0.0,0.0,Isadora Jael Waters,IJW0851,21,10,10,18,34,0.1151311498043105,0
IKP0472,86,27,11,2,0.0,0.0,Ivana Kaitlin Parsons,IKP0472,32,10,37,38,31,-0.009329360302095746,1
IKR0401,37,19,24,1,0.0,0.0,Ivor Kenneth Rollins,IKR0401,40,42,24,16,29,0.18618952093811958,0
ILC0838,37,19,18,1,0.0,0.0,Ivan Levi Craig,ILC0838,40,36,42,16,33,0.19100788568715144,0
ILH0958,68,19,22,4,0.0,0.0,Irene Lacota Huffman,ILH0958,28,17,20,19,24,0.08834509200861607,0
ILJ0526,71,20,0,4,0.0,0.0,Idola Lana Jarvis,ILJ0526,33,50,23,46,25,0.042068120097488615,0
ILR0304,37,19,0,1,0.0,0.0,Ivory Leandra Rogers,ILR0304,20,22,18,46,30,0.15762242414455985,0
IMB0481,37,19,0,1,0.0,0.0,Isabelle Maggie Benjamin,IMB0481,19,41,38,43,38,0.14014927078491302,0
IMG0320,38,19,19,1,0.0,0.0,Isabella Marah Graham,IMG0320,37,14,12,24,23,0.13993149594206006,0
IMP0530,37,19,0,1,0.0,0.0,Irma Melanie Patrick,IMP0530,40,17,42,50,32,0.1344667009095864,0
IRM0931,99,26,36,2,0.0,0.0,Ignatius Reese Morton,IRM0931,44,46,33,35,30,0.006004907022065242,0
IRT0491,37,19,0,1,0.0,0.0,Iris Rhea Terrell,IRT0491,17,30,27,41,32,0.1583490244657167,0
IUB0565,37,19,0,1,0.0,0.0,Isaiah Upton Buchanan,IUB0565,44,39,35,22,30,0.19672081724649715,0
IUY0279,53,19,0,2,0.0,0.0,Igor Ulric Yang,IUY0279,38,38,17,21,29,0.16831937605670855,0
IWM0816,52,19,18,1,0.0,0.0,Ira Wyatt Moss,IWM0816,35,42,50,44,28,0.1504418682555111,0
IYB0918,37,19,18,1,0.0,0.0,Illana Yvette Bradshaw,IYB0918,17,21,42,14,30,0.17486735164694184,0
JAD0609,47,19,14,3,0.0,0.0,Jana Amanda Dorsey,JAD0609,18,23,26,36,33,0.13662250426741424,0
JAJ0849,72,24,25,2,0.0,0.0,Jaquelyn Angelica Jimenez,JAJ0849,22,24,23,23,33,0.0540010644011486,0
JAM0382,38,19,12,1,0.0,0.0,Jena Audrey Malone,JAM0382,25,23,41,17,23,0.17512938413808227,0
JAV0361,146,19,95,54,0.0,0.0,Joseph Alan Vaughan,JAV0361,36,45,40,45,33,-0.05147273291709542,1
JBD0616,56,19,11,2,0.0,0.0,Jocelyn Brenna Daniels,JBD0616,40,21,25,37,27,0.16746233218493145,0
JBM0350,47,19,29,2,0.0,0.0,Jocelyn Bree Mccray,JBM0350,37,21,12,45,25,0.09374194253719326,0
JCC0225,144,19,101,54,0.0,0.0,Jack Carlos Cannon,JCC0225,47,45,40,15,18,-0.07909496939041216,1
JCG0316,66,19,21,2,0.0,0.0,Josiah Chester Gray,JCG0316,47,36,32,25,33,0.1446174677726899,0
JCR0172,62,23,23,1,0.0,0.0,Jaquelyn Cassandra Roberson,JCR0172,43,41,41,39,31,0.10945677627073169,0
JCR0289,37,19,0,1,0.0,0.0,Jena Chanda Rollins,JCR0289,32,43,33,33,29,0.19236891353537272,0
JCR0770,37,19,0,1,0.0,0.0,Jared Cameron Rosa,JCR0770,40,47,24,21,27,0.17415228839798674,0
JCR0921,37,19,18,1,0.0,0.0,Jonas Connor Riddle,JCR0921,47,46,31,40,34,0.16252052605643846,0
JCV0245,37,19,11,1,0.0,0.0,James Cain Vargas,JCV0245,40,44,22,20,27,0.19979574798213223,0
JCW0858,37,19,19,1,0.0,0.0,Jeanette Cally Whitfield,JCW0858,14,35,22,41,39,0.13679331518436866,0
JDB0169,51,19,19,1,0.0,0.0,Jonah Dakota Bird,JDB0169,20,14,23,48,33,0.13071168410128514,0
JDC0030,79,26,25,2,0.0,0.0,Jenna Darrel Charles,JDC0030,31,18,19,21,26,0.03154639084431243,0
JDF0593,70,22,10,3,0.0,0.0,Jameson Damian Franco,JDF0593,30,45,11,41,29,0.042373039785429945,0
JER0404,37,19,25,1,0.0,0.0,Jeanette Eliana Rivera,JER0404,38,46,18,16,30,0.16613601152835855,0
JFC0557,51,19,0,1,0.0,0.0,Jade Felicia Caldwell,JFC0557,22,16,23,40,33,0.16011015976277332,0
JFC0757,38,19,0,1,0.0,0.0,Jolene Frances Carey,JFC0757,31,21,38,36,38,0.16644352755893232,0
JGM0934,53,19,19,1,0.0,0.0,Jared Geoffrey Morin,JGM0934,30,22,41,22,31,0.18630239971568302,0
JGT0221,156,19,102,58,0.0,0.0,Jonathan Gary Terry,JGT0221,45,30,16,40,18,-0.06758687210749303,1
JHP0583,76,22,6,2,0.0,0.0,Jorden Helen Pierce,JHP0583,37,25,40,42,37,0.06345320838277879,0
JIG0128,37,19,18,1,0.0,0.0,Josephine Indira Garza,JIG0128,25,45,35,18,27,0.1752638326830806,0
JIM0095,37,19,19,1,0.0,0.0,Jane Ignacia Mcdonald,JIM0095,10,18,21,15,35,0.13939278710588304,0
JJB0127,37,19,18,1,0.0,0.0,Jin Jonathan Buckley,JJB0127,26,21,38,30,32,0.1983776551186543,0
JJB0700,39,19,19,2,0.0,0.0,Julie Jaime Burns,JJB0700,15,19,39,37,28,0.15350307892497517,0
JJH0292,53,19,0,2,0.0,0.0,Jane Justina Hunt,JJH0292,35,23,38,39,28,0.16652915984522698,0
JJH0613,59,19,13,2,0.0,0.0,Jael Jennifer Hansen,JJH0613,50,30,24,14,26,0.11562477369216129,0
JJM0203,62,19,23,2,0.0,0.0,Jonathan John Martinez,JJM0203,37,36,18,30,28,0.16749840280514994,0
JKB0126,37,19,18,1,0.0,0.0,Jaden Kylan Buckley,JKB0126,43,24,19,33,28,0.1955559052805042,0
JKF0465,41,21,11,1,0.0,0.0,Jerry Kennan Fischer,JKF0465,10,37,12,17,32,0.0697006894697425,0
JKJ0698,54,27,26,2,0.0,0.0,Jescie Kristen Jenkins,JKJ0698,16,38,16,22,28,0.016032961661703204,0
JKM0303,37,19,0,1,0.0,0.0,Joel Kennan Mccarty,JKM0303,46,10,44,15,35,0.109073527814813,0
JLM0364,136,19,91,48,0.0,0.0,Jacqueline Latifah Miles,JLM0364,35,22,15,25,37,-0.04510211191939695,1
JLW0053,37,19,22,1,0.0,0.0,Jackson Linus Wilkerson,JLW0053,42,41,18,38,31,0.19270785482072206,0
JMB0308,38,19,19,1,0.0,0.0,Jarrod Malik Burris,JMB0308,41,44,34,14,32,0.18371296794706232,0
JMC0925,74,19,26,2,0.0,0.0,Jade Maris Coleman,JMC0925,33,10,23,19,31,0.10118059922163491,0
JMD0520,52,19,2,1,0.0,0.0,Jane Maite Dotson,JMD0520,21,45,16,38,29,0.1518695532297717,0
JMH0543,52,19,12,1,0.0,0.0,Jermaine Mannix Hansen,JMH0543,44,25,37,13,34,0.16474107174444108,0
JMK0099,66,19,21,2,0.0,0.0,Jakeem Magee Knight,JMK0099,40,37,41,41,25,0.14558037640207033,0
JML0909,52,19,0,1,0.0,0.0,Jenette McKenzie Lynn,JML0909,24,32,39,40,21,0.14475638023699106,0
JMW0638,37,19,18,1,0.0,0.0,Jonah Merritt Wilder,JMW0638,43,21,30,18,30,0.20084076414621993,0
JNA0559,37,19,0,1,0.0,0.0,Justine Nola Adkins,JNA0559,10,10,41,10,31,0.08220697661088139,0
JNJ0556,37,19,0,1,0.0,0.0,Jaden Nicole Johnston,JNJ0556,43,45,22,33,34,0.17263644629956604,0
JOL0024,37,19,19,1,0.0,0.0,John Omar Lancaster,JOL0024,50,40,24,21,29,0.1818432191015924,0
JOM0750,37,19,9,1,0.0,0.0,Jonathan Orlando Marsh,JOM0750,35,46,25,40,29,0.18168771689688124,0
JPA0667,38,19,10,1,0.0,0.0,John Price Atkins,JPA0667,49,42,34,35,27,0.17755551140693449,0
JPW0741,37,19,11,1,0.0,0.0,Josiah Preston Wall,JPW0741,40,38,44,30,33,0.186314680443585,0
JRF0835,37,19,18,1,0.0,0.0,Jessica Rachel Freeman,JRF0835,44,33,18,37,18,0.15248496132703637,0
JRG0207,38,19,19,1,0.0,0.0,Joseph Raja Gaines,JRG0207,42,37,40,21,27,0.20496719204529024,0
JRH0455,37,19,11,1,0.0,0.0,Jeremy Rooney Henderson,JRH0455,19,21,42,20,34,0.18503780833900396,0
JRL0574,37,19,0,1,0.0,0.0,Joy Rosalyn Leblanc,JRL0574,19,26,35,47,40,0.11970141543875373,0
JRS0362,176,19,110,67,0.0,0.0,Jackson Rafael Sutton,JRS0362,50,50,14,37,24,-0.08790803894272237,1
JSA0775,37,19,0,1,0.0,0.0,Julian Samson Allen,JSA0775,50,46,42,19,33,0.13773395543581246,0
JSH0330,37,19,19,1,0.0,0.0,Judith Shaeleigh Hayden,JSH0330,20,16,23,24,28,0.18990650371183115,0
JTM0223,196,19,124,63,0.0,0.0,Jerry Tad Mccall,JTM0223,35,48,20,21,30,-0.08813968453600562,1
JTS0389,50,19,12,3,0.0,0.0,Josiah Thaddeus Stewart,JTS0389,31,36,11,44,32,0.1221454530739331,0
JXH0493,37,19,0,1,0.0,0.0,Justin Xerxes Hansen,JXH0493,36,32,23,15,31,0.1849330143034898,0
JZD0888,37,19,0,1,0.0,0.0,Jane Zia Day,JZD0888,20,20,30,14,30,0.17259743228575147,0
KAC0124,37,19,18,1,0.0,0.0,Kathleen Aline Chan,KAC0124,33,14,30,18,33,0.18004125175221797,0
KAL0395,37,19,22,1,0.0,0.0,Kay Alexa Logan,KAL0395,13,24,22,28,29,0.16372273188884673,0
KAT0270,37,19,19,1,0.0,0.0,Kirby Amity Tyson,KAT0270,21,24,39,23,27,0.19541543773428277,0
KAT0489,37,19,0,1,0.0,0.0,Katell Amethyst Thornton,KAT0489,22,41,36,23,26,0.1777551701447715,0
KBB0189,38,19,19,1,0.0,0.0,Kaye Brianna Blair,KBB0189,49,23,16,33,30,0.16894792627114358,0
KBC0054,37,19,0,1,0.0,0.0,Kyla Blythe Carter,KBC0054,42,43,17,41,32,0.18070082342937444,0
KBG0549,53,19,10,2,0.0,0.0,Kylie Brielle Greer,KBG0549,16,19,37,10,32,0.12084163281492655,0
KBL0260,37,19,19,1,0.0,0.0,Kermit Beau Leach,KBL0260,16,15,48,16,32,0.144422058337972,0
KBP0008,73,19,21,2,0.0,0.0,Kirby Bo Pollard,KBP0008,23,18,40,11,34,0.10554441778740403,0
KBS0874,51,19,19,1,0.0,0.0,Kay Brynne Spears,KBS0874,23,39,37,33,29,0.18925874671802168,0
KCB0815,52,19,18,1,0.0,0.0,Kaden Chastity Briggs,KCB0815,16,40,18,36,31,0.17519928406068247,0
KCF0045,148,19,102,54,0.0,0.0,Kendall Ciaran Frank,KCF0045,40,39,16,27,31,-0.02290107826291954,1
KCO0122,56,19,23,2,0.0,0.0,Kermit Coby Oliver,KCO0122,30,32,26,38,33,0.1604158100219797,0
KCS0173,59,19,19,3,0.0,0.0,Kenyon Chancellor Sharpe,KCS0173,39,20,50,20,30,0.11990148888417546,0
KDS0349,38,19,9,1,0.0,0.0,Kim Dara Sullivan,KDS0349,18,23,20,32,29,0.18658046695582098,0
KDT0346,53,19,19,1,0.0,0.0,Kibo Dolan Turner,KDT0346,36,41,10,22,33,0.15771102688801503,0
KES0729,51,19,12,2,0.0,0.0,Kylie Elizabeth Santos,KES0729,20,10,24,45,31,0.11425922359897689,0
KJA0152,37,19,0,1,0.0,0.0,Kimberley Joy Anderson,KJA0152,16,16,39,38,34,0.15696994272027692,0
KJG0910,37,19,0,1,0.0,0.0,Kermit Jonas Gould,KJG0910,37,10,31,18,29,0.15490356233889574,0
KJJ0293,66,19,0,2,0.0,0.0,Kirk Jakeem Joyce,KJJ0293,41,42,23,39,33,0.14657320475875624,0
KJM0887,37,19,0,1,0.0,0.0,Kibo Josiah Murray,KJM0887,31,47,14,16,32,0.14643668875125182,0
KJP0371,162,19,94,60,0.0,0.0,Kyla Jocelyn Porter,KJP0371,36,21,25,15,30,-0.04281349301829507,1
KJS0618,37,19,10,1,0.0,0.0,Kay Janna Snider,KJS0618,19,15,20,10,37,0.12821641693078634,0
KJW0416,37,19,8,1,0.0,0.0,Katell Jasmine Wiggins,KJW0416,50,46,39,41,30,0.14989034750406366,0
KKC0683,37,19,11,1,0.0,0.0,Kessie Kay Cooper,KKC0683,32,37,37,48,35,0.16792758074623287,0
KKS0119,52,19,19,1,0.0,0.0,Kimberley Kiona Sosa,KKS0119,15,28,39,33,27,0.1676184000197855,0
KKW0879,43,20,22,2,0.0,0.0,Keane Kennan Watts,KKW0879,36,42,21,31,27,0.14454928118270138,0
KLH0596,37,19,0,1,0.0,0.0,Kasper Lance Huffman,KLH0596,30,10,35,12,29,0.13956505750618253,0
KLM0639,37,19,18,1,0.0,0.0,Katelyn Lani Murray,KLM0639,20,15,24,40,26,0.16538372610702418,0
KMB0922,62,20,28,3,0.0,0.0,Keegan Marvin Benson,KMB0922,43,43,17,24,27,0.1066667538725814,0
KMS0657,37,19,18,1,0.0,0.0,Kay Maxine Skinner,KMS0657,17,31,21,17,29,0.18409709670355373,0
KMW0545,50,19,11,1,0.0,0.0,Keely Mollie Weiss,KMW0545,19,16,18,23,32,0.17608839734345727,0
KNB0022,38,19,19,1,0.0,0.0,Keane Nicholas Blevins,KNB0022,22,38,45,16,30,0.17470806065622208,0
KNG0672,38,19,11,1,0.0,0.0,Kasimir Nehru Galloway,KNG0672,21,40,18,20,27,0.18891248961865043,0
KNW0644,37,19,18,1,0.0,0.0,Keiko Naida Webb,KNW0644,15,20,23,15,25,0.16957045350094857,0
KPC0073,37,19,12,1,0.0,0.0,Kareem Porter Collins,KPC0073,44,30,11,16,23,0.145722191003742,0
KPP0452,37,19,10,1,0.0,0.0,Kai Penelope Peck,KPP0452,44,46,44,16,19,0.11334759924561583,0
KPR0497,70,19,0,2,0.0,0.0,Kirk Palmer Rosales,KPR0497,50,43,43,20,29,0.1079949557802477,0
KQC0708,37,19,19,1,0.0,0.0,Kevyn Quin Charles,KQC0708,34,18,39,42,23,0.16631566036436418,0
KQS0415,37,19,13,1,0.0,0.0,Kane Quinlan Stevenson,KQS0415,35,42,13,14,34,0.15206378586932268,0
KRG0158,38,19,19,1,0.0,0.0,Kenyon Raja Galloway,KRG0158,34,38,42,14,27,0.18634381710730225,0
KRL0062,38,19,19,1,0.0,0.0,Keaton Ronan Leonard,KRL0062,37,16,17,20,33,0.18209296984364293,0
KRL0501,37,19,0,1,0.0,0.0,Kirby Ruby Lyons,KRL0501,18,27,23,28,26,0.17269221304044208,0
KRM0541,37,19,12,1,0.0,0.0,Kimberley Roary Maldonado,KRM0541,40,20,38,36,23,0.18204473508391178,0
KRV0372,158,19,98,58,0.0,0.0,Kennedy Robert Vega,KRV0372,40,39,25,35,32,-0.030400823978020797,1
KSH0569,37,19,0,1,0.0,0.0,Kameko Signe Harrison,KSH0569,15,39,23,14,22,0.12358031588860618,0
KSP0357,154,19,92,58,0.0,0.0,Kennedy Shad Parker,KSP0357,41,40,29,19,24,-0.032192988638163555,1
KSP0966,38,19,19,1,0.0,0.0,Kenneth Steel Porter,KSP0966,42,36,19,24,35,0.19417911139017008,0
KTG0091,38,19,19,1,0.0,0.0,Kendall Thaddeus Glover,KTG0091,46,41,16,15,29,0.17776009204939164,0
KVS0425,37,19,11,1,0.0,0.0,Kirestin Vanna Sykes,KVS0425,20,19,21,30,35,0.18397849925917242,0
KVT0028,37,19,20,1,0.0,0.0,Kessie Vielka Trevino,KVT0028,44,20,35,19,37,0.17219418377903956,0
KWC0004,37,19,10,1,0.0,0.0,Kai Wynne Craft,KWC0004,23,38,39,20,27,0.19021612072676009,0
KWE0082,53,19,11,1,0.0,0.0,Kane Walter Eaton,KWE0082,38,43,19,48,35,0.15771327105652577,0
LAF0991,50,19,18,1,0.0,0.0,Lucas Ahmed Ferrell,LAF0991,40,39,36,22,34,0.19668420422095173,0
LAM0911,50,19,18,1,0.0,0.0,Lillith Adena Matthews,LAM0911,42,43,27,38,22,0.17269207980297568,0
LAP0338,75,27,27,1,0.0,0.0,Lynn Adena Pratt,LAP0338,42,23,33,45,31,0.009902071223004572,0
LBC0356,175,19,96,59,0.0,0.0,Logan Branden Cherry,LBC0356,40,30,40,21,41,-0.0653062860489898,1
LBF0214,91,25,33,2,0.0,0.0,Leslie Briar Fields,LBF0214,18,44,18,38,28,0.006139360542259054,0
LBH0942,66,25,25,1,0.0,0.0,Lyle Brady Hayes,LBH0942,40,42,23,30,29,0.08012112933075344,0
LCB0664,56,19,11,2,0.0,0.0,Lysandra Chastity Brennan,LCB0664,16,19,36,24,32,0.1608143001299029,0
LCC0819,37,19,18,1,0.0,0.0,Leslie Cassandra Colon,LCC0819,32,14,11,15,27,0.146978081829157,0
LCD0622,37,19,13,1,0.0,0.0,Leo Chaney Daugherty,LCD0622,30,26,13,14,26,0.16261627185036626,0
LDB0090,38,19,19,1,0.0,0.0,Lani Dai Beard,LDB0090,40,14,39,41,34,0.16084992433161893,0
LDD0560,51,23,4,2,0.0,0.0,Leslie Denise Dillon,LDD0560,25,43,39,26,35,0.07927967376205525,0
LDG0459,66,19,9,3,0.0,0.0,Lacota Dahlia Good,LDG0459,20,41,10,50,34,0.05377805448351036,0
LDM0587,37,19,0,1,0.0,0.0,Lila Dana Mcintyre,LDM0587,49,20,23,21,26,0.16107586809774532,0
LEM0605,37,19,11,1,0.0,0.0,Leo Elmo Monroe,LEM0605,46,50,40,39,26,0.15262389553085626,0
LFS0071,37,19,10,1,0.0,0.0,Lamar Francis Scott,LFS0071,48,31,14,17,25,0.1539008682625777,0
LHB0606,37,19,9,1,0.0,0.0,Louis Hyatt Bruce,LHB0606,37,38,15,27,27,0.19269730011559716,0
LHB0967,38,19,19,1,0.0,0.0,Leo Hasad Byrd,LHB0967,37,38,41,47,33,0.18272229471348073,0
LHL0309,38,19,19,1,0.0,0.0,Lacota Hilda Lindsey,LHL0309,19,34,27,46,37,0.14762451088257822,0
LHN0151,37,19,0,1,0.0,0.0,Lacota Helen Nash,LHN0151,13,15,19,32,26,0.14556364345626238,0
LIM0674,65,19,13,2,0.0,0.0,Leah Idola Moran,LIM0674,18,13,35,49,20,0.05930409413879412,0
LJB0826,37,19,18,1,0.0,0.0,Laith Jason Britt,LJB0826,38,21,39,15,32,0.19328441254305667,0
LJJ0905,43,19,0,2,0.0,0.0,Lionel Jasper Johnston,LJJ0905,43,36,12,22,30,0.14210318316930215,0
LJR0523,37,19,0,1,0.0,0.0,Lavinia Justine Richmond,LJR0523,32,21,11,33,25,0.14606259741024635,0
LJT0817,53,19,18,2,0.0,0.0,Luke Jacob Talley,LJT0817,39,43,38,39,24,0.16334317512740443,0
LLV0602,37,19,11,1,0.0,0.0,Lee Lacey Velez,LLV0602,36,10,36,37,33,0.15335730875429204,0
LMF0980,50,19,19,1,0.0,0.0,Leonard Malachi Floyd,LMF0980,42,45,12,44,35,0.13144976344794806,0
LNR0656,37,19,18,1,0.0,0.0,Lacey Nomlanga Rasmussen,LNR0656,25,39,12,30,23,0.15128724009208427,0
LNS0989,60,19,21,2,0.0,0.0,Lamar Nissim Strickland,LNS0989,34,38,45,30,31,0.1572729931253558,0
LOF0311,38,19,19,1,0.0,0.0,Lionel Omar Fisher,LOF0311,41,15,36,10,32,0.15791457834320133,0
LOM0086,56,19,18,2,0.0,0.0,Lane Oleg Mclaughlin,LOM0086,18,10,34,23,33,0.1284372842077674,0
LPC0492,37,19,0,1,0.0,0.0,Lenore Piper Cardenas,LPC0492,30,23,22,30,26,0.18621192417375593,0
LPH0572,37,19,0,1,0.0,0.0,Lunea Priscilla Hardy,LPH0572,40,13,17,38,36,0.1427486695999594,0
LQC0479,37,19,0,1,0.0,0.0,Leilani Quail Callahan,LQC0479,27,38,34,17,36,0.1705397653873939,0
LQP0508,64,19,0,3,0.0,0.0,Lester Quamar Pearson,LQP0508,26,44,21,40,27,0.12333610133273665,0
LRR0148,79,21,27,2,0.0,0.0,Libby Rosalyn Richard,LRR0148,21,19,14,14,29,0.04879680482964466,0
LRW0970,38,19,19,1,0.0,0.0,Lilah Renee Wagner,LRW0970,10,26,39,22,28,0.16677409214666944,0
LTS0860,37,19,19,1,0.0,0.0,Leila Tallulah Steele,LTS0860,48,20,29,20,31,0.18384638278651783,0
LUR0896,45,19,2,3,0.0,0.0,Leonard Uriel Ramos,LUR0896,15,11,47,43,28,0.047635663911432036,0
MAD0496,49,25,0,1,0.0,0.0,Martin Armand Douglas,MAD0496,34,30,40,42,24,0.06286643681823478,0
MAD0753,37,19,7,1,0.0,0.0,Mallory Alexis Daniel,MAD0753,50,30,36,41,33,0.15521178639604905,0
MAE0331,37,19,19,1,0.0,0.0,Magee Ashton Evans,MAE0331,36,39,18,12,28,0.1815713811499866,0
MAH0149,51,19,0,1,0.0,0.0,Myles August Heath,MAH0149,41,39,38,27,40,0.15578180480529175,0
MAH0864,37,19,19,1,0.0,0.0,Malik Adrian Hebert,MAH0864,30,46,25,20,25,0.18229372363367025,0
MAR0955,38,19,19,1,0.0,0.0,Micah Abdul Rojas,MAR0955,36,44,23,44,25,0.18330211248535389,0
MAS0025,37,19,19,1,0.0,0.0,Melissa Ava Stuart,MAS0025,23,14,20,21,23,0.16834681861424466,0
MAW0166,38,19,19,1,0.0,0.0,Meredith Ainsley Wolf,MAW0166,44,16,21,17,34,0.17453890938447458,0
MBG0438,37,19,13,1,0.0,0.0,Melvin Brody Garza,MBG0438,38,17,37,16,29,0.19027521457690527,0
MBJ0312,56,19,19,2,0.0,0.0,Meghan Brianna Jensen,MBJ0312,22,45,49,12,26,0.08375079292873377,0
MBR0724,37,19,19,1,0.0,0.0,Montana Basia Roberts,MBR0724,33,44,18,35,31,0.1993375322498897,0
MBW0809,37,19,18,1,0.0,0.0,Marshall Benjamin Wilcox,MBW0809,43,45,44,18,19,0.1285578300237541,0
MCD0125,79,24,24,2,0.0,0.0,Mallory Charissa Dixon,MCD0125,36,26,50,22,23,0.026804516064528494,0
MCF0327,38,19,19,1,0.0,0.0,Martina Cassandra Fields,MCF0327,39,41,24,44,25,0.19076367101437708,0
MCF0600,57,23,0,2,0.0,0.0,Maxwell Clark Faulkner,MCF0600,39,49,13,26,27,0.04621246593719752,0
MCJ0324,38,19,19,1,0.0,0.0,Melodie Chantale Joyce,MCJ0324,28,20,40,20,36,0.18519122640476543,0
MCS0035,38,19,19,1,0.0,0.0,Mallory Carol Spence,MCS0035,42,17,38,15,33,0.18054077945041352,0
MCT0720,37,19,19,1,0.0,0.0,Macey Christen Turner,MCT0720,34,12,20,22,37,0.16530558513671978,0
MDH0580,37,19,0,1,0.0,0.0,Morgan Deborah Hoover,MDH0580,41,37,18,40,31,0.19391049156793322,0
MDH0686,71,24,15,2,0.0,0.0,Maxwell Dante Hutchinson,MDH0686,37,43,31,20,38,0.058448377638690485,0
MDM0625,57,19,8,2,0.0,0.0,Melyssa Deirdre Morgan,MDM0625,18,42,36,27,24,0.13608823426836159,0
MDM0976,37,19,11,1,0.0,0.0,Myles Donovan Macias,MDM0976,41,40,38,20,31,0.20827793609198797,0
MES0407,37,19,10,1,0.0,0.0,Minerva Emerald Solomon,MES0407,38,44,25,47,37,0.16376754126538506,0
MFV0897,37,19,0,1,0.0,0.0,Meredith Florence Valdez,MFV0897,18,13,23,25,33,0.1602562628089071,0
MGS0974,47,21,10,2,0.0,0.0,Mari Gretchen Shaw,MGS0974,17,39,39,40,27,0.10802638224506605,0
MHA0798,37,19,0,1,0.0,0.0,Montana Hannah Arnold,MHA0798,11,27,17,22,40,0.11576530187299722,0
MHG0244,37,19,9,1,0.0,0.0,Matthew Harper Glass,MHG0244,42,46,21,15,22,0.1500253018806868,0
MHG0733,37,19,9,1,0.0,0.0,Maxwell Hammett Green,MHG0733,43,30,24,42,29,0.19090622025811116,0
MHH0180,58,21,21,1,0.0,0.0,Merrill Hiram Hess,MHH0180,19,41,35,10,29,0.08625527541317157,0
MIB0904,50,19,0,1,0.0,0.0,Margaret Illana Burch,MIB0904,22,21,34,38,25,0.16278003289998993,0
MIC0726,37,19,10,1,0.0,0.0,Martin Ivan Cooper,MIC0726,32,41,43,17,23,0.17191716122154332,0
MIL0255,37,19,19,1,0.0,0.0,Mercedes Ina Landry,MIL0255,38,16,39,21,27,0.19083183564687684,0
MIM0712,37,19,19,1,0.0,0.0,Mariko Ivana Mckee,MIM0712,16,15,39,23,22,0.16055325001069176,0
MJB0588,37,19,0,1,0.0,0.0,Mikayla Jaden Barron,MJB0588,39,24,15,47,38,0.12829558081449433,0
MJM0510,70,19,0,3,0.0,0.0,Macon Joseph Morrison,MJM0510,32,33,22,18,39,0.09076904326370794,0
MJS0890,37,19,0,1,0.0,0.0,Mira Jamalia Snow,MJS0890,10,26,16,11,29,0.12113443655276357,0
MKG0711,37,19,19,1,0.0,0.0,Myra Kay Greer,MKG0711,17,26,43,32,38,0.1561433971790629,0
MKL0941,38,19,19,1,0.0,0.0,Madonna Kristen Love,MKL0941,16,26,20,38,30,0.1797655615768594,0
MKP0861,53,19,19,1,0.0,0.0,Macon Kyle Pope,MKP0861,36,42,39,34,29,0.20033426170869284,0
MKS0204,37,19,19,1,0.0,0.0,MacKenzie Kristen Stewart,MKS0204,21,30,21,16,31,0.18962459978596607,0
MKW0441,52,19,11,2,0.0,0.0,Macy Karleigh Winters,MKW0441,15,25,45,20,34,0.13098365653482097,0
MLD0755,50,19,11,1,0.0,0.0,Meredith Lunea Delaney,MLD0755,24,18,19,43,37,0.15502995411465303,0
MLG0475,37,19,9,1,0.0,0.0,Melodie Lee Glenn,MLG0475,45,16,18,19,25,0.17051658257275365,0
MLL0598,37,19,0,1,0.0,0.0,Marcia Lillian Lynn,MLL0598,44,17,23,49,29,0.14438299325526827,0
MLM0950,72,23,27,2,0.0,0.0,Madison Lydia Morrison,MLM0950,24,20,29,23,36,0.05729359738027484,0
MLP0668,38,19,11,1,0.0,0.0,Medge Liberty Petersen,MLP0668,40,17,16,43,33,0.16548378560698895,0
MMB0488,37,19,0,1,0.0,0.0,Maggy Melissa Burt,MMB0488,21,18,16,24,27,0.16880892234365674,0
MMG0943,52,19,21,3,0.0,0.0,MacKensie Mara Grant,MMG0943,23,27,28,34,26,0.1400103630091004,0
MNC0717,66,19,23,2,0.0,0.0,Mufutau Nehru Contreras,MNC0717,30,37,22,22,34,0.15438387082419758,0
MNR0829,37,19,18,1,0.0,0.0,Maryam Nelle Ruiz,MNR0829,41,33,40,15,23,0.1789261555149515,0
MNS0224,140,19,95,50,0.0,0.0,Medge Nichole Sims,MNS0224,46,21,22,45,30,-0.04847897595038064,1
MOH0273,45,23,23,1,0.0,0.0,Macaulay Otto Hopkins,MOH0273,39,40,47,50,26,0.05263320489658663,0
MOP0763,38,19,0,1,0.0,0.0,Merritt Oliver Phelps,MOP0763,43,41,22,20,33,0.18697824663224255,0
MOS0047,192,19,129,62,0.0,0.0,Mariko Olga Snyder,MOS0047,49,39,24,34,23,-0.09450061422355693,1
MPM0220,157,19,100,51,0.0,0.0,Meghan Phoebe Macias,MPM0220,35,20,42,22,20,-0.07015748384334153,1
